b_code,b_name,b_type,b_gudok,b_author,b_publish,b_page,b_price,b_cdate,b_rdate,b_bookcover,b_coversize,b_des
6259957,엄마의 말뚝 [ 양장 ],novel,Y,박완서 저,세계사,365,16200 ,2022-12-07,2020-07-05,http://image.yes24.com/goods/6259957/L,0,책설명
3984894,인형의 집,novel,Y,헨리크 입센 저,민음사,365,7200 ,2022-12-07,2020-07-06,http://image.yes24.com/goods/3984894/L,0,책설명
2546383,연인,novel,Y,마르그리트 뒤라스 저/김인환 역,민음사,365,6300 ,2022-12-07,2020-07-07,http://image.yes24.com/goods/2546383/L,0,책설명
2368940,인생의 베일,novel,Y,윌리엄 서머싯 몸 저/황소연 역,민음사,365,9900 ,2022-12-07,2020-07-08,http://image.yes24.com/goods/2368940/L,0,책설명
1398241,네루다의 우편배달부,novel,Y,안토니오 스카르메타 저 / 우석균 역,민음사,365,7200 ,2022-12-07,2020-07-09,http://image.yes24.com/goods/1398241/L,0,책설명
27529,호밀밭의 파수꾼,novel,Y,제롬 데이비드 샐린저 저,문예출판사,365,7200 ,2022-12-07,2020-07-10,http://image.yes24.com/goods/27529/L,0,책설명
115168025,박제사의 사랑,novel,Y,이순원 저,시공사,365,13320 ,2022-12-07,2020-07-11,http://image.yes24.com/goods/115168025/L,0,책설명
115254743,고스트 라이터,novel,Y,앨러산드라 토레 저/김진희 역,미래지향,365,14400 ,2022-12-07,2020-07-12,http://image.yes24.com/goods/115254743/L,0,책설명
112328875,악마의 시 1 [ 개정판 ],novel,Y,살만 루시디 저/김진준 역,문학동네,365,14850 ,2022-12-07,2020-07-13,http://image.yes24.com/goods/112328875/L,0,책설명
112219465,이상 시 전집,novel,Y,이상 저,민음사,365,14400 ,2022-12-07,2020-07-14,http://image.yes24.com/goods/112219465/L,0,책설명
111161002,악마의 계약서는 만기 되지 않는다,novel,Y,리러하 저,팩토리나인,365,13050 ,2022-12-07,2020-07-15,http://image.yes24.com/goods/111161002/L,0,책설명
110882504,그 겨울 손탁 호텔에서,novel,Y,듀나 저,퍼플레인(갈매나무),365,13500 ,2022-12-07,2020-07-16,http://image.yes24.com/goods/110882504/L,0,책설명
109748227,옷소매 붉은 끝동 세트 [ 전2권/초판한정부록 : 엽서(1권 도서에 포함) 외전 수록 개정판 ],novel,Y,강미강 저,청어람,365,28800 ,2022-12-07,2020-07-17,http://image.yes24.com/goods/109748227/L,0,책설명
108574386,시점의 힘 독자는 모르는 작가의 비밀 도구,novel,Y,샌드라 거스 저/지여울 역,윌북(willbook),365,12420 ,2022-12-07,2020-07-18,http://image.yes24.com/goods/108574386/L,0,책설명
106336325,장미의 이름은 장미 [ 양장 ],novel,Y,은희경 저,문학동네,365,13500 ,2022-12-07,2020-07-19,http://image.yes24.com/goods/106336325/L,0,책설명
105107363,데카메론,novel,Y,조반니 보카치오 저/진성 역,린,365,22500 ,2022-12-07,2020-07-20,http://image.yes24.com/goods/105107363/L,0,책설명
102589057,책을 지키려는 고양이,novel,Y,나쓰카와 소스케 저/이선희 역,arte(아르테),365,14400 ,2022-12-07,2020-07-21,http://image.yes24.com/goods/102589057/L,0,책설명
98269598,인생은 지금 [ 양장 ],novel,Y,다비드 칼리(코르넬리우스) 글/세실리아 페리 그림/정원정박서영(무루) 역,오후의소묘,365,13500 ,2022-12-07,2020-07-22,http://image.yes24.com/goods/98269598/L,0,책설명
98227211,[한양리커버] 가지 말라는데 가고 싶은 길이 있다 나태주 스페셜 에디션 [ 양장 ],novel,Y,나태주 저,&(앤드),365,22500 ,2022-12-07,2020-07-23,http://image.yes24.com/goods/98227211/L,0,책설명
96273879,그대 고양이는 다정할게요 고양이와 함께한 시간에 대하여,novel,Y,권민경김건영김승일김잔디김하늘박시하배수연백은선신미나(싱고)유진목 저 외 8명 정보 더 보기/감추기 권민경 김건영 김승일 김잔디 김하늘 박시하 배수연 백은선 신미나(싱고) 유진목 이민하 이현호 조은 지현아 최규승 한연희 한정원 황인숙,아침달,365,14400 ,2022-12-07,2020-07-24,http://image.yes24.com/goods/96273879/L,0,책설명
95711598,천 개의 아침,novel,Y,메리 올리버 저/민승남 역,마음산책,365,11700 ,2022-12-07,2020-07-25,http://image.yes24.com/goods/95711598/L,0,책설명
94384663,날씨의 아이 (일러스트 에디션),novel,Y,신카이 마코토 저/치코 그림/민경욱 역,대원씨아이(단행)(대원키즈),365,11700 ,2022-12-07,2020-07-26,http://image.yes24.com/goods/94384663/L,0,책설명
93969636,이솝우화전집 [ 그리스어 원전 완역본 ],novel,Y,이솝 저/아서 래컴 그림/박문재 역,현대지성,365,13950 ,2022-12-07,2020-07-27,http://image.yes24.com/goods/93969636/L,0,책설명
92300843,프리즘,novel,Y,손원평 저,은행나무,365,12150 ,2022-12-07,2020-07-28,http://image.yes24.com/goods/92300843/L,0,책설명
90619474,일곱 해의 마지막,novel,Y,김연수 저,문학동네,365,12150 ,2022-12-07,2020-07-29,http://image.yes24.com/goods/90619474/L,0,책설명
90061756,리그 오브 레전드 : 공식 스토리북 룬테라의 세계 [ 양장 ],novel,Y,라이엇 게임즈 저,제우미디어,365,26820 ,2022-12-07,2020-07-30,http://image.yes24.com/goods/90061756/L,0,책설명
86138131,가끔 너를 생각해,novel,Y,후지 마루 저/김수지 역,arte(아르테),365,15300 ,2022-12-07,2020-07-31,http://image.yes24.com/goods/86138131/L,0,책설명
86004500,해리포터와 혼혈 왕자 2 [ 개정판 ],novel,Y,J.K. 롤링 저/강동혁 역,문학수첩,365,8550 ,2022-12-07,2020-08-01,http://image.yes24.com/goods/86004500/L,0,책설명
86004485,해리포터와 혼혈 왕자 1 [ 개정판 ],novel,Y,J.K. 롤링 저/강동혁 역,문학수첩,365,8550 ,2022-12-07,2020-08-02,http://image.yes24.com/goods/86004485/L,0,책설명
84906972,해리포터와 불사조 기사단 5 [ 개정판 ],novel,Y,J.K. 롤링 저/강동혁 역,문학수첩,365,8550 ,2022-12-07,2020-08-03,http://image.yes24.com/goods/84906972/L,0,책설명
75187025,낙원의 이론 3,novel,Y,정선우 저,파란 (파란미디어),365,11700 ,2022-12-07,2020-08-04,http://image.yes24.com/goods/75187025/L,0,책설명
75186999,낙원의 이론 2,novel,Y,정선우 저,파란 (파란미디어),365,11700 ,2022-12-07,2020-08-05,http://image.yes24.com/goods/75186999/L,0,책설명
75186979,낙원의 이론 1,novel,Y,정선우 저,파란 (파란미디어),365,11700 ,2022-12-07,2020-08-06,http://image.yes24.com/goods/75186979/L,0,책설명
71382262,벚꽃 지는 계절에 그대를 그리워하네 [ 리커버 개정판 ],novel,Y,우타노 쇼고 저/김성기 역,한스미디어,365,13500 ,2022-12-07,2020-08-07,http://image.yes24.com/goods/71382262/L,0,책설명
71050635,매일 시 한 잔 오늘도 시를 읽고 쓰고 가슴에 새기다,novel,Y,윤동주강은교고재종고정희곽재구권태응글로리아 밴더빌트기형도김광균김기림 저 외 47명 정보 더 보기/감추기 윤동주 강은교 고재종 고정희 곽재구 권태응 글로리아 밴더빌트 기형도 김광균 김기림 김선우 김소월 김수영 김승희 김억 김영랑 김춘수 김형영 나태주 나희덕 노천명 도종환 라이너 마리아 릴케 문정희 박규리 박용철 박재삼 방정환 백석 사라 티즈데일 신석정 아르튀르 랭보 안도현 오규원 윌리엄 버틀러 예이츠 윌리엄 블레이크 윌리엄 워즈워스 이상화 이성복 이성부 이성선 이용악 장석남 정현종 정호승 조지 고든 바이런 조지훈 천양희 칼 윌슨 베이커 칼릴 지브란 크리스티나 G. 로세티 하인리히 하이네 한용운 허영자 황동규 권정생 배정애,북로그컴퍼니,365,11700 ,2022-12-07,2020-08-08,http://image.yes24.com/goods/71050635/L,0,책설명
70421963,땀 흘리는 소설,novel,Y,김혜진김세희김애란서유미구병모김재영윤고은장강명 저,창비교육,365,13500 ,2022-12-07,2020-08-09,http://image.yes24.com/goods/70421963/L,0,책설명
60566067,사랑해도 혼나지 않는 꿈이었다,novel,Y,나희덕천양희송찬호황인찬박형준신대철박소란이홍섭강성은김근 저 외 45명 정보 더 보기/감추기 나희덕 천양희 송찬호 황인찬 박형준 신대철 박소란 이홍섭 강성은 김근 김용택 장석남 이시영 박신규 이병률 이문재 문태준 박연준 안태운 이영광 김경미 김선우 신미나(싱고) 김사인 최금진 조연호 박준 이성복 주하림 최승자 신용목 도종환 남진우 신철규 함민복 정호승 이대흠 이제니 강은교 황인숙 김민정 박성우 김경주 백석 이용악 기형도 안희연 박남준 최정례 박규리 이상국 박정만 고영 이선영 자크 프레베르,미디어창비,365,9000 ,2022-12-07,2020-08-10,http://image.yes24.com/goods/60566067/L,0,책설명
46176238,츠바키 문구점,novel,Y,오가와 이토 저/권남희 역,위즈덤하우스,365,12600 ,2022-12-07,2020-08-11,http://image.yes24.com/goods/46176238/L,0,책설명
39348617,오두막 [ 100쇄 기념 리커버 특별판 ],novel,Y,윌리엄 폴 영 저,세계사,365,12420 ,2022-12-07,2020-08-12,http://image.yes24.com/goods/39348617/L,0,책설명
38819562,금각사 [ 개정판 ],novel,Y,미시마 유키오 저,웅진지식하우스,365,11700 ,2022-12-07,2020-08-13,http://image.yes24.com/goods/38819562/L,0,책설명
35871535,동급생 [ 양장 ],novel,Y,프레드 울만 저/황보석 역,열린책들,365,12420 ,2022-12-07,2020-08-14,http://image.yes24.com/goods/35871535/L,0,책설명
30299282,이반 일리치의 죽음,novel,Y,레프 톨스토이 저/이순영 역,문예출판사,365,7200 ,2022-12-07,2020-08-15,http://image.yes24.com/goods/30299282/L,0,책설명
27767291,1Q84 BOOK 세트 문고판 [ 전6권 ],novel,Y,무라카미 하루키 저/양윤옥 역,문학동네,365,29700 ,2022-12-07,2020-08-16,http://image.yes24.com/goods/27767291/L,0,책설명
25451978,백야행 2 하얀 어둠 속을 걷다 [ 양장 ],novel,Y,히가시노 게이고 저/김난주 역,재인,365,15120 ,2022-12-07,2020-08-17,http://image.yes24.com/goods/25451978/L,0,책설명
25451975,백야행 1 하얀 어둠 속을 걷다 [ 양장 ],novel,Y,히가시노 게이고 저/김난주 역,재인,365,15120 ,2022-12-07,2020-08-18,http://image.yes24.com/goods/25451975/L,0,책설명
19123521,최선의 삶 제4회 문학동네 대학소설상 수상작,novel,Y,임솔아 저,문학동네,365,9000 ,2022-12-07,2020-08-19,http://image.yes24.com/goods/19123521/L,0,책설명
17932082,[한양리커버] 오베라는 남자,novel,Y,프레드릭 배크만 저/최민우 역,다산책방,365,12420 ,2022-12-07,2020-08-20,http://image.yes24.com/goods/17932082/L,0,책설명
11019011,도련님,novel,Y,나쓰메 소세키 저/송태욱 역,현암사,365,10800 ,2022-12-07,2020-08-21,http://image.yes24.com/goods/11019011/L,0,책설명
8905156,헤르만 헤세 시집 [ 양장 ],novel,Y,헤르만 헤세 저,문예출판사,365,11700 ,2022-12-07,2020-08-22,http://image.yes24.com/goods/8905156/L,0,책설명
8355074,타임머신,novel,Y,허버트 조지 웰스조호근 저,가지않은길,365,7650 ,2022-12-07,2020-08-23,http://image.yes24.com/goods/8355074/L,0,책설명
8297953,롤리타,novel,Y,블라디미르 나보코프 저/김진준 역,문학동네,365,15300 ,2022-12-07,2020-08-24,http://image.yes24.com/goods/8297953/L,0,책설명
5894097,픽션들,novel,Y,호르헤 루이스 보르헤스 저/송병선 역,민음사,365,9900 ,2022-12-07,2020-08-25,http://image.yes24.com/goods/5894097/L,0,책설명
5206784,두근두근 내 인생,novel,Y,김애란 저,창비,365,12600 ,2022-12-07,2020-08-26,http://image.yes24.com/goods/5206784/L,0,책설명
3729147,지하로부터의 수기,novel,Y,표도르 도스토예프스키 저/김연경 역,민음사,365,8100 ,2022-12-07,2020-08-27,http://image.yes24.com/goods/3729147/L,0,책설명
2969695,카타리나 블룸의 잃어버린 명예,novel,Y,하인리히 뵐 저,민음사,365,6750 ,2022-12-07,2020-08-28,http://image.yes24.com/goods/2969695/L,0,책설명
2849279,완득이 [ 양장 ],novel,Y,김려령 저,창비,365,11520 ,2022-12-07,2020-08-29,http://image.yes24.com/goods/2849279/L,0,책설명
1440642,크눌프,novel,Y,헤르만 헤세 저,민음사,365,6750 ,2022-12-07,2020-08-30,http://image.yes24.com/goods/1440642/L,0,책설명
309771,파리대왕,novel,Y,윌리엄 골딩 저,문예출판사,365,7200 ,2022-12-07,2020-08-31,http://image.yes24.com/goods/309771/L,0,책설명
96378,백년의 고독 1,novel,Y,가브리엘 가르시아 마르케스 저/조구호 역,민음사,365,7650 ,2022-12-07,2020-09-01,http://image.yes24.com/goods/96378/L,0,책설명
17364,변신이야기 1,novel,Y,오비디우스 저/이윤기 역,민음사,365,8100 ,2022-12-07,2020-09-02,http://image.yes24.com/goods/17364/L,0,책설명
115142530,인간들의 가장 은밀한 기억 2021 공쿠르상 수상작 [ 초판 한정 작가 친필 사인 인쇄본 ],novel,Y,모하메드 음부가르 사르 저/윤진 역,엘리,365,16920 ,2022-12-07,2020-09-03,http://image.yes24.com/goods/115142530/L,0,책설명
106712884,보름달 커피점의 고양이 별점술사,novel,Y,모치즈키 마이 저/사쿠라다 치히로 그림/이소담 역,지금이책,365,13320 ,2022-12-07,2020-09-04,http://image.yes24.com/goods/106712884/L,0,책설명
87005254,땡스 갓 잇츠 프라이데이,novel,Y,심너울 저,안전가옥,365,9000 ,2022-12-07,2020-09-05,http://image.yes24.com/goods/87005254/L,0,책설명
74820501,뉴서울파크 젤리장수 대학살,novel,Y,조예은 저,안전가옥,365,13500 ,2022-12-07,2020-09-06,http://image.yes24.com/goods/74820501/L,0,책설명
115820117,라떼 카르멘,novel,Y,김대성 저,지혜,365,13500 ,2022-12-07,2020-09-07,http://image.yes24.com/goods/115820117/L,0,책설명
115782438,대인기피증이지만 탐정입니다,novel,Y,니타도리 케이 저/구수영 역,내친구의서재,365,15120 ,2022-12-07,2020-09-08,http://image.yes24.com/goods/115782438/L,0,책설명
115284407,76세 기리코의 범죄일기,novel,Y,하라다 히카 저/김영주 역,문학동네,365,13500 ,2022-12-07,2020-09-09,http://image.yes24.com/goods/115284407/L,0,책설명
115190904,신실하고 고결한 밤,novel,Y,루이즈 글릭 저/정은귀 역,시공사,365,11700 ,2022-12-07,2020-09-10,http://image.yes24.com/goods/115190904/L,0,책설명
115097617,청부살인 협동조합,novel,Y,김동식 저,요다,365,12600 ,2022-12-07,2020-09-11,http://image.yes24.com/goods/115097617/L,0,책설명
115027093,도스토옙스키가 사랑한 그림들 아름다움은 인간을 구원하는가,novel,Y,조주관 저,arte(아르테),365,21600 ,2022-12-07,2020-09-12,http://image.yes24.com/goods/115027093/L,0,책설명
114871779,언더스토리 박혜진 비평집 [ 양장 ],novel,Y,박혜진 저,민음사,365,19800 ,2022-12-07,2020-09-13,http://image.yes24.com/goods/114871779/L,0,책설명
114847474,두 번째 왕후 2 [ 완결 ],novel,Y,이리리 저,가하,365,13050 ,2022-12-07,2020-09-14,http://image.yes24.com/goods/114847474/L,0,책설명
112909209,빌리 서머스 세트 [ 전2권 ],novel,Y,스티븐 킹 저/이은선 역,황금가지,365,22950 ,2022-12-07,2020-09-15,http://image.yes24.com/goods/112909209/L,0,책설명
112328907,악마의 시 2 [ 개정판 ],novel,Y,살만 루시디 저/김진준 역,문학동네,365,14850 ,2022-12-07,2020-09-16,http://image.yes24.com/goods/112328907/L,0,책설명
112191910,기묘한 괴담하우스,novel,Y,사와무라 이치 저/남소현 역,북플라자,365,13950 ,2022-12-07,2020-09-17,http://image.yes24.com/goods/112191910/L,0,책설명
110877383,여름 키코,novel,Y,주하림 저,문학동네,365,9000 ,2022-12-07,2020-09-18,http://image.yes24.com/goods/110877383/L,0,책설명
110239489,코로나와 잠수복,novel,Y,오쿠다 히데오 저/김진아 역,북로드,365,13320 ,2022-12-07,2020-09-19,http://image.yes24.com/goods/110239489/L,0,책설명
110216260,작가를 위한 세계관 구축법 : 생성 편 마법 제국 운명,novel,Y,티머시 힉슨 저/정아영 역,다른,365,22500 ,2022-12-07,2020-09-20,http://image.yes24.com/goods/110216260/L,0,책설명
110114287,노랜드 [ 작가 사인 인쇄본 양장 ],novel,Y,천선란 저,한겨레출판,365,14220 ,2022-12-07,2020-09-21,http://image.yes24.com/goods/110114287/L,0,책설명
110009565,달려라 메로스,novel,Y,다자이 오사무 저/유숙자 역,민음사,365,12600 ,2022-12-07,2020-09-22,http://image.yes24.com/goods/110009565/L,0,책설명
108585460,첫 문장의 힘 그 장면은 진부하다,novel,Y,샌드라 거스 저/지여울 역,윌북(willbook),365,13320 ,2022-12-07,2020-09-23,http://image.yes24.com/goods/108585460/L,0,책설명
108574889,재혼황후 7 [ 초판 한정 : 저자 사인 인쇄본 + 일러스트 엽서 3종 ],novel,Y,알파타르트 저,해피북스투유,365,12600 ,2022-12-07,2020-09-24,http://image.yes24.com/goods/108574889/L,0,책설명
105407672,스노볼 2 [ 양장 ],novel,Y,박소영 저,창비,365,13500 ,2022-12-07,2020-09-25,http://image.yes24.com/goods/105407672/L,0,책설명
104108604,죽이고 싶은 아이 [ 양장 ],novel,Y,이꽃님 저,우리학교,365,12600 ,2022-12-07,2020-09-26,http://image.yes24.com/goods/104108604/L,0,책설명
103337338,캐릭터 직업 사전 작가를 위한 인물 창작 가이드,novel,Y,안젤라 애커만베카 푸글리시 저/최세민김흥준박규원서연주이두경이학미최윤영 역,윌북(willbook),365,19800 ,2022-12-07,2020-09-27,http://image.yes24.com/goods/103337338/L,0,책설명
98349603,클라라와 태양 [ 양장 ],novel,Y,가즈오 이시구로 저/홍한별 역,민음사,365,15300 ,2022-12-07,2020-09-28,http://image.yes24.com/goods/98349603/L,0,책설명
97666779,내가 되는 꿈 [ 양장 ],novel,Y,최진영 저,현대문학,365,12600 ,2022-12-07,2020-09-29,http://image.yes24.com/goods/97666779/L,0,책설명
96030420,두 도시 이야기,novel,Y,찰스 디킨스 저/김소영 역,허밍버드,365,13500 ,2022-12-07,2020-09-30,http://image.yes24.com/goods/96030420/L,0,책설명
93960244,유리왕좌,novel,Y,사라 제이 마스 저/서나연 역,아테나,365,14220 ,2022-12-07,2020-10-01,http://image.yes24.com/goods/93960244/L,0,책설명
92565819,연년세세 年年歲歲,novel,Y,황정은 저,창비,365,13050 ,2022-12-07,2020-10-02,http://image.yes24.com/goods/92565819/L,0,책설명
92501644,언니의 나라에선 누구도 시들지 않기 때문,novel,Y,김희준 저,문학동네,365,9000 ,2022-12-07,2020-10-03,http://image.yes24.com/goods/92501644/L,0,책설명
89386272,녹나무의 파수꾼 [ 양장 ],novel,Y,히가시노 게이고 저/양윤옥 역,소미미디어,365,16020 ,2022-12-07,2020-10-04,http://image.yes24.com/goods/89386272/L,0,책설명
88389736,해리포터와 죽음의 성물 4,novel,Y,J.K. 롤링 저/강동혁 역,문학수첩,365,8550 ,2022-12-07,2020-10-05,http://image.yes24.com/goods/88389736/L,0,책설명
86004511,해리포터와 혼혈 왕자 4 [ 개정판 ],novel,Y,J.K. 롤링 저/강동혁 역,문학수첩,365,8550 ,2022-12-07,2020-10-06,http://image.yes24.com/goods/86004511/L,0,책설명
84906970,해리포터와 불사조 기사단 4 [ 개정판 ],novel,Y,J.K. 롤링 저/강동혁 역,문학수첩,365,8550 ,2022-12-07,2020-10-07,http://image.yes24.com/goods/84906970/L,0,책설명
82946464,해리포터와 아즈카반의 죄수 (일러스트 에디션) [ 양장 ],novel,Y,J.K. 롤링 저/강동혁 역,문학수첩,365,29700 ,2022-12-07,2020-10-08,http://image.yes24.com/goods/82946464/L,0,책설명
78213344,나 혼자만 레벨 업 1 [ 소장판 ],novel,Y,추공 저,파피루스(디앤씨미디어),365,10800 ,2022-12-07,2020-10-09,http://image.yes24.com/goods/78213344/L,0,책설명
75192817,창가의 토토,novel,Y,구로야나기 테츠코 저/이와사키 치히로 그림/권남희 역,김영사,365,12420 ,2022-12-07,2020-10-10,http://image.yes24.com/goods/75192817/L,0,책설명
75187745,누구나 시 하나쯤 가슴에 품고 산다 눈물 나게 외롭고 쓸쓸했던 밤 내 마음을 알아주었던 시 101,novel,Y,김선경 편,메이븐,365,12150 ,2022-12-07,2020-10-11,http://image.yes24.com/goods/75187745/L,0,책설명
75187034,낙원의 이론 4 [ 미공개 외전 3편 수록 ],novel,Y,정선우 저,파란 (파란미디어),365,11700 ,2022-12-07,2020-10-12,http://image.yes24.com/goods/75187034/L,0,책설명
74757402,방과 후,novel,Y,히가시노 게이고 저/양윤옥 역,소미미디어,365,13320 ,2022-12-07,2020-10-13,http://image.yes24.com/goods/74757402/L,0,책설명
69734156,시간의 계단 2,novel,Y,주영하 저,블라썸,365,12420 ,2022-12-07,2020-10-14,http://image.yes24.com/goods/69734156/L,0,책설명
69734145,시간의 계단 1,novel,Y,주영하 저,블라썸,365,12420 ,2022-12-07,2020-10-15,http://image.yes24.com/goods/69734145/L,0,책설명
68753155,설이,novel,Y,심윤경 저,한겨레출판,365,11700 ,2022-12-07,2020-10-16,http://image.yes24.com/goods/68753155/L,0,책설명
67463833,시로 어설픈 위로받기 [ 양장 ],novel,Y,하상욱 저,위즈덤하우스,365,11700 ,2022-12-07,2020-10-17,http://image.yes24.com/goods/67463833/L,0,책설명
61960706,19호실로 가다 도리스 레싱 단편선,novel,Y,도리스 레싱 저/김승욱 역,문예출판사,365,12420 ,2022-12-07,2020-10-18,http://image.yes24.com/goods/61960706/L,0,책설명
57799411,13일의 김남우,novel,Y,김동식 저,요다,365,11700 ,2022-12-07,2020-10-19,http://image.yes24.com/goods/57799411/L,0,책설명
55225835,해리 포터와 저주받은 아이 1 2부 (연극 대본) [ 양장 ],novel,Y,존 티퍼니잭 손J.K. 롤링 저/박아람 역,문학수첩,365,23400 ,2022-12-07,2020-10-20,http://image.yes24.com/goods/55225835/L,0,책설명
29318426,나의 눈부신 친구,novel,Y,엘레나 페란테 저,한길사,365,13050 ,2022-12-07,2020-10-21,http://image.yes24.com/goods/29318426/L,0,책설명
22481908,평생 간직하고픈 시 [ 양장 ],novel,Y,기형도안도현천양희김용택 저/나태주 편,북카라반,365,9900 ,2022-12-07,2020-10-22,http://image.yes24.com/goods/22481908/L,0,책설명
20840022,연적 제9회 세계문학상 우수상 작가 김호연 신작소설,novel,Y,김호연 저,나무옆의자,365,11700 ,2022-12-07,2020-10-23,http://image.yes24.com/goods/20840022/L,0,책설명
20258841,시 읽는 밤 : 시 밤 (니 생각 에디션) [ 양장 ],novel,Y,하상욱 저,위즈덤하우스,365,10080 ,2022-12-07,2020-10-24,http://image.yes24.com/goods/20258841/L,0,책설명
17254611,수선화에게 정호승 시선집,novel,Y,정호승 저,비채,365,9000 ,2022-12-07,2020-10-25,http://image.yes24.com/goods/17254611/L,0,책설명
16357237,광장/구운몽,novel,Y,최인훈 저,문학과지성사,365,10800 ,2022-12-07,2020-10-26,http://image.yes24.com/goods/16357237/L,0,책설명
15718330,스토너 존 윌리엄스 장편소설,novel,Y,존 윌리엄스 저/김승욱 역,알에이치코리아(RHK),365,11700 ,2022-12-07,2020-10-27,http://image.yes24.com/goods/15718330/L,0,책설명
14863283,라쇼몬 아쿠타가와 류노스케 단편선,novel,Y,아쿠타가와 류노스케 저/서은혜 역,민음사,365,10800 ,2022-12-07,2020-10-28,http://image.yes24.com/goods/14863283/L,0,책설명
12988267,불온한 검은 피 [ 양장 ],novel,Y,허연 저,민음사,365,12600 ,2022-12-07,2020-10-29,http://image.yes24.com/goods/12988267/L,0,책설명
11865751,그리고 아무도 없었다,novel,Y,애거사 크리스티 저,황금가지,365,9000 ,2022-12-07,2020-10-30,http://image.yes24.com/goods/11865751/L,0,책설명
9397881,노르웨이의 숲,novel,Y,무라카미 하루키 저/양억관 역,민음사,365,12600 ,2022-12-07,2020-10-31,http://image.yes24.com/goods/9397881/L,0,책설명
8350292,서울 시 [ 양장 ],novel,Y,하상욱 저,중앙북스(books),365,8820 ,2022-12-07,2020-11-01,http://image.yes24.com/goods/8350292/L,0,책설명
7752808,데카메론 1,novel,Y,조반니 보카치오 저/박상진 역,민음사,365,12150 ,2022-12-07,2020-11-02,http://image.yes24.com/goods/7752808/L,0,책설명
7412453,토지 1-20권 세트 [ 전21권 (토지 세트 + 토지 인물 사전) ],novel,Y,박경리 저,마로니에북스,365,243000 ,2022-12-07,2020-11-03,http://image.yes24.com/goods/7412453/L,0,책설명
7353642,매스커레이드 호텔 [ 양장 ],novel,Y,히가시노 게이고 저/양윤옥 역,현대문학,365,13320 ,2022-12-07,2020-11-04,http://image.yes24.com/goods/7353642/L,0,책설명
6425823,모방범 2,novel,Y,미야베 미유키 저/양억관 역,문학동네,365,12420 ,2022-12-07,2020-11-05,http://image.yes24.com/goods/6425823/L,0,책설명
5819537,유리알 유희 1,novel,Y,헤르만 헤세 저,민음사,365,11700 ,2022-12-07,2020-11-06,http://image.yes24.com/goods/5819537/L,0,책설명
4689981,아Q정전 [ 양장 ],novel,Y,루쉰 저/이욱연 역,문학동네,365,9450 ,2022-12-07,2020-11-07,http://image.yes24.com/goods/4689981/L,0,책설명
4689362,장미의 이름 세트 [ 양장 전 2권 ],novel,Y,움베르토 에코 저/이윤기 역,열린책들,365,28440 ,2022-12-07,2020-11-08,http://image.yes24.com/goods/4689362/L,0,책설명
4283413,그러니 그대 사라지지 말아라 [ 양장 ],novel,Y,박노해 저,느린걸음,365,16200 ,2022-12-07,2020-11-09,http://image.yes24.com/goods/4283413/L,0,책설명
2593294,연어,novel,Y,안도현 저,문학동네,365,9000 ,2022-12-07,2020-11-10,http://image.yes24.com/goods/2593294/L,0,책설명
1796836,장마,novel,Y,윤흥길 저,민음사,365,9900 ,2022-12-07,2020-11-11,http://image.yes24.com/goods/1796836/L,0,책설명
1374757,맥베스,novel,Y,윌리엄 셰익스피어 저,민음사,365,6300 ,2022-12-07,2020-11-12,http://image.yes24.com/goods/1374757/L,0,책설명
387200,박씨 부인전,novel,Y,김종광 저/홍선주 그림,창비,365,9900 ,2022-12-07,2020-11-13,http://image.yes24.com/goods/387200/L,0,책설명
259154,마지막 거인 [ 양장 ],novel,Y,프랑수아 플라스 저 / 윤정임 역,디자인하우스,365,7920 ,2022-12-07,2020-11-14,http://image.yes24.com/goods/259154/L,0,책설명
235588,모래의 여자,novel,Y,아베 고보 저,민음사,365,9000 ,2022-12-07,2020-11-15,http://image.yes24.com/goods/235588/L,0,책설명
57583,농담,novel,Y,밀란 쿤데라 저,민음사,365,10800 ,2022-12-07,2020-11-16,http://image.yes24.com/goods/57583/L,0,책설명
56611,다섯째 아이,novel,Y,도리스 레싱 저,민음사,365,8100 ,2022-12-07,2020-11-17,http://image.yes24.com/goods/56611/L,0,책설명
115451726,엉엉 [ 양장 ],novel,Y,김홍 저,민음사,365,12600 ,2022-12-07,2020-11-18,http://image.yes24.com/goods/115451726/L,0,책설명
113444281,사라진 여자들,novel,Y,메리 쿠비카 저/신솔잎 역,해피북스투유,365,14220 ,2022-12-07,2020-11-19,http://image.yes24.com/goods/113444281/L,0,책설명
115852610,하얀 사슴 연못 2023년 제68회 현대문학상 수상 시집,novel,Y,황유원 등저,현대문학,365,11700 ,2022-12-07,2020-11-20,http://image.yes24.com/goods/115852610/L,0,책설명
115597057,백관의 왕이 이르니,novel,Y,위래 저,아작,365,15120 ,2022-12-07,2020-11-21,http://image.yes24.com/goods/115597057/L,0,책설명
115165808,폭풍의 언덕,novel,Y,에밀리 브론테 저/황유원 역,휴머니스트,365,14850 ,2022-12-07,2020-11-22,http://image.yes24.com/goods/115165808/L,0,책설명
115153562,우리는 지금도 친구일까?,novel,Y,조은영 글그림,사계절,365,16200 ,2022-12-07,2020-11-23,http://image.yes24.com/goods/115153562/L,0,책설명
115081436,푸르게 빛나는,novel,Y,김혜영 저,안전가옥,365,10800 ,2022-12-07,2020-11-24,http://image.yes24.com/goods/115081436/L,0,책설명
